Id,name,node_type,department,faculty
12327,the study of the fertilizers influence on soil composition and water pollution,publication,{'katedra za informacione sisteme'},{'fakultet organizacionih nauka'}
12328,the appearance of toxic amount of nitrites in soil,publication,{'katedra za informacione sisteme'},{'fakultet organizacionih nauka'}
12329,1983,year,set(),set()
12330,availability of residual nitrogen from fertilizers in soil,publication,{'katedra za informacione sisteme'},{'fakultet organizacionih nauka'}
12331,the preparation and use of radiolabelled specific helminth antibodies,publication,{'katedra za informacione sisteme'},{'fakultet organizacionih nauka'}
12332,automated interpretation of key performance indicator values and its application in education,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12333,an explanation facility framework for rule-based systems,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12334,konsultant: a knowledge base for automated interpretation of profit values,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12335,a boolean consistent fuzzy inference system for diagnosing diseases and its application for determining peritonitis likelihood,publication,{'katedra za informacione sisteme'},{'fakultet organizacionih nauka'}
12336,combining boolean consistent fuzzy logic and ahp illustrated on the web service selection problem,publication,{'katedra za informacione sisteme'},{'fakultet organizacionih nauka'}
12337,a hybrid metaheuristic based on variable neighborhood search and tabu search for the web service selection problem,publication,{'katedra za informacione sisteme'},{'fakultet organizacionih nauka'}
12338,extending ahp with boolean consistent fuzzy logic and its application in web service selection,publication,{'katedra za informacione sisteme'},{'fakultet organizacionih nauka'}
12339,follow-up and risk assessment in patients with myocardial infarction using artificial neural networks,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12340,application of fuzzy ahp method for choosing a technology within service company,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12341,smartmetals: a new method for metal identification based on fuzzy logic,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12342,neuro fuzzy reasoner for student modeling,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12343,a fresh approach for hybrid sql/nosql database design based on data structuredness,publication,{'katedra za informacione sisteme'},{'fakultet organizacionih nauka'}
12344,metamodel of the artifact-centric approach to event log extraction from erp systems,publication,{'katedra za informacione sisteme'},{'fakultet organizacionih nauka'}
12345,educational website conversion improvement using gamification,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12346,gamified educational website conversion optimization,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
